Results	Entity	Line	Column	CheckID	Check Name	Ignored	Note
Object or function showVersion, has more than one declaration	showVersion	31	12	MISRA12_8.5	8.5 An external object or function shall be declared once in one and only one file		
Object or function doSleep, has more than one declaration	doSleep	28	12	MISRA12_8.5	8.5 An external object or function shall be declared once in one and only one file		
Character sequence /* or // used in a comment		1	0	MISRA12_3.1	3.1 The character sequences /* and // shall not be used within a comment		
Improper parameter format for function doSleep; each parameter must have a type and a name	doSleep	28	12	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
"Keyword """"void"""" not used to denote empty parameter list for function showUsage"	showUsage	30	12	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
"Keyword """"void"""" not used to denote empty parameter list for function showVersion"	showVersion	31	12	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
"Keyword """"void"""" not used to denote empty parameter list for function showGplShort"	showGplShort	32	12	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
"Keyword """"void"""" not used to denote empty parameter list for function showGpl"	showGpl	33	12	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
/home/gabriele/projects/ninvaders-0.1.1/nInvaders.c							
Function or object lives, has external linkage but is only used in the translation unit built from nInvaders.c.	lives	35	4	MISRA12_8.7	8.7 Functions and objects should not be defined with external linkage if they are referenced in only one translation unit		
Function or object score, has external linkage but is only used in the translation unit built from nInvaders.c.	score	36	5	MISRA12_8.7	8.7 Functions and objects should not be defined with external linkage if they are referenced in only one translation unit		
Function or object status, has external linkage but is only used in the translation unit built from nInvaders.c.	status	37	4	MISRA12_8.7	8.7 Functions and objects should not be defined with external linkage if they are referenced in only one translation unit		
"C Global Object """"lives"""" appears to have internal linkage within nInvaders.c, so static keyword should be used."	lives	35	4	MISRA12_8.8	8.8 The static storage class specifier shall be used in all declarations of objects and functions that have internal linkage		
"C Global Object """"score"""" appears to have internal linkage within nInvaders.c, so static keyword should be used."	score	36	5	MISRA12_8.8	8.8 The static storage class specifier shall be used in all declarations of objects and functions that have internal linkage		
"C Global Object """"status"""" appears to have internal linkage within nInvaders.c, so static keyword should be used."	status	37	4	MISRA12_8.8	8.8 The static storage class specifier shall be used in all declarations of objects and functions that have internal linkage		
time.h used	stdio.h	25	0	MISRA12_21.10	21.10 The Standard Library time and date functions shall not be used		
Character sequence /* or // used in a comment		1	0	MISRA12_3.1	3.1 The character sequences /* and // shall not be used within a comment		
"Violation: basic numerical type """"int"""" used."	lives	35	4	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"long"""" used."	score	36	5	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	status	37	4	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Object or function lives, has external linkage but no visible declaration	lives	35	4	MISRA12_8.4	8.4 A compatible declaration shall be visible when an object or function with external linkage is defined		
Object or function score, has external linkage but no visible declaration	score	36	5	MISRA12_8.4	8.4 A compatible declaration shall be visible when an object or function with external linkage is defined		
Object or function status, has external linkage but no visible declaration	status	37	4	MISRA12_8.4	8.4 A compatible declaration shall be visible when an object or function with external linkage is defined		
"Keyword """"void"""" not used to denote empty parameter list for function initLevel"	initLevel	52	12	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
"Violation: basic numerical type """"int"""" used."	argc	66	36	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"char"""" used in """"char **""""."	argv	66	49	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Identifier strcmp, does not have a definition	strcmp	70	25	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
Parameter argc is modified	evaluateCommandLine	74	24	MISRA12_17.8	17.8 A function parameter should not be modified		
Identifier exit, does not have a definition	exit	87	16	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
cstdlib function exit used in file nInvaders.c	exit	87	16	MISRA12_21.8	21.8 The library functions abort, exit, getenv and system of <stdlib.h> shall not be used		
Non unique internal identifier finish conflicts with entity finish in file view.c on line 548	finish	92	12	MISRA12_5.9	5.9 Identifiers that define objects or functions with internal linkage should be unique		
Unused unused parameter sig	sig	92	23	MISRA12_2.7	2.7 There should be no unused parameters in functions		
"Violation: basic numerical type """"int"""" used."	sig	92	23	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Identifier endwin, does not have a definition	endwin	94	8	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
Discarded Return Values	finish	94	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Identifier fprintf, does not have a definition	fprintf	97	8	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
Discarded Return Values	finish	97	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	finish	98	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	finish	99	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	finish	100	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	finish	102	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Iteration-statement or selection-statement not a compound-statement	finish	103	8	MISRA12_15.6	15.6 The body of an iteration-statement or a selection-statement shall be a compound-statement		
Discarded Return Values	finish	104	16	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Iteration-statement or selection-statement not a compound-statement	finish	105	8	MISRA12_15.6	15.6 The body of an iteration-statement or a selection-statement shall be a compound-statement		
Discarded Return Values	finish	106	16	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Iteration-statement or selection-statement not a compound-statement	finish	107	8	MISRA12_15.6	15.6 The body of an iteration-statement or a selection-statement shall be a compound-statement		
Discarded Return Values	finish	108	16	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Iteration-statement or selection-statement not a compound-statement	finish	109	8	MISRA12_15.6	15.6 The body of an iteration-statement or a selection-statement shall be a compound-statement		
Discarded Return Values	finish	110	16	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
